ISO,Question,Answer,Citation,Pincite ,Comment,,
SWE,1.  Is sovereignty a foundational principle of the international legal order?,Yes,State sovereignty provides a basic foundation for other principles and rules such as those governing the prohibition of intervention and the prohibition of the use of force.,Sweden Position (July 2022) pg. 2,,,
SWE,2.  Does sovereignty confer on states authority over cyber infrastructure located in their respective territories and over the actions they take with respect to that infrastructure?,Yes,"The principle of sovereign equality of States is also applicable to cyberspace. Within their territories, States have jurisdiction and the right to exercise authority within the framework of international law...¶A State’s jurisdiction and authority apply to persons and objects within its territorial borders, including cyber-related activities. A State has a right to protect persons and objects within its territory, or otherwise under its jurisdiction, against interference by cyber means.",Sweden Position (July 2021) pg. 2,,,
SWE,"2(a). Does sovereignty encompass the right of a state to protect cyber infrastructure and safeguard cyber activity that is located in, or takes place on, its territory?",Yes,"A State’s jurisdiction and authority apply to persons and objects within its territorial borders, including cyber-related activities. A State has a right to protect persons and objects within its territory, or otherwise under its jurisdiction, against interference by cyber means.",Sweden Position (July 2021) pg. 2¶,,,
SWE,2(b) Is the exercise of such sovereign authority subject to international human rights law and other fundamental freedoms?,Yes,"Human rights apply online as they do offline...¶The same human rights responsibilities and obligations that States have in the physical world also apply in the digital world. Although human rights are universal and indivisible, some are particularly relevant to the use of the internet, including (but not limited to) freedom of opinion, expression and information, freedom of association and assembly, and privacy. To enable the full enjoyment of human rights online, it is crucial that the internet remains open, free and secure with equal access and inclusiveness for all.",Sweden Position (July 2021) pp. 7-8,,,
SWE,"3. Is sovereignty a stand-alone, primary rule of international law, the breach of which can incur international responsibility?",Yes,"State sovereignty provides a basic foundation for other principles and rules such as those governing the prohibition of intervention and the prohibition of the use of force. However, States also have an obligation to respect the sovereignty of other States, and a breach of this obligation would amount to a wrongful act and give rise to State responsibility.",Sweden Position (July 2021) pg. 2,,,
SWE,3(a) Can violations of sovereignty not amounting to prohibited interventions constitute internationally wrongful acts?  ,Yes,"However, States also have an obligation to respect the sovereignty of other States, and a breach of this obligation would amount to a wrongful act and give rise to State responsibility . . . In general, Sweden is of the view that violations of sovereignty may arise from cyber operations that result in damage or loss of functionality . . . Whether an intrusion has in fact resulted in a violation of sovereignty needs to be assessed on a case-by-case basis taking into consideration the nature and character of the intrusion.",Sweden Position (July 2021) pg. 2¶,"Sweden’s position recognizes that cyber operations resulting in damage or loss of functionality may lead to a sovereignty violation. Given the separate treatment of sovereignty and non-intervention, a standalone violation of sovereignty that is not a prohibited intervention still constitutes a wrongful act.",,
SWE,4. Does the State indicate how to identify a violation of any stand-alone sovereignty rule?,Yes,"Altering and interfering with data without causing physical harm may also violate sovereignty. Such acts include those directed against cyber infrastructure belonging to private individuals or entities. Interference with a State’s inherently governmental functions may also constitute a violation of State sovereignty, including when undertaken with cyber means. Whether an intrusion has in fact resulted in a violation of sovereignty needs to be assessed on a case-by-case basis taking into consideration the nature and character of the intrusion.",Sweden Position (July 2021) pg. 2¶,,,
SWE,4(a) Is there a de minimis threshold below which a violation of sovereignty would not occur?,Silent,,,,,
SWE,"5. Is it a violation of territorial sovereignty for an organ of a State, or others whose conduct is attributable to the State, to conduct non-consensual cyber operations while physically present on another State’s territory against that State or entities or persons on its territory?",Silent ,,,,,
SWE,6. Can state cyber operations that cause physical effects in another state’s territory constitute a violation of sovereignty as a rule?,Yes,"In general, Sweden is of the view that violations of sovereignty may arise from cyber operations that result in damage or loss of functionality. Altering and interfering with data without causing physical harm may also violate sovereignty.",Sweden Position (July 2021) pg. 2¶,.,,
SWE,6(a) Do any physical effects constitute a violation?,Ambiguous,"In general, Sweden is of the view that violations of sovereignty may arise from cyber operations that result in damage or loss of functionality . . . Whether an intrusion has in fact resulted in a violation of sovereignty needs to be assessed on a case-by-case basis taking into consideration the nature and character of the intrusion.",Sweden Position (July 2021) pg. 2¶,,,
SWE,"6(b) Must the effects involve physical damage to computer infrastructure or other tangible things, or injury to persons, to constitute a violation of sovereignty as a rule?",No,"In general, Sweden is of the view that violations of sovereignty may arise from cyber operations that result in damage or loss of functionality. Altering and interfering with data without causing physical harm may also violate sovereignty.",Sweden Position (July 2021) pg. 2¶,The first sentence in the excerpt of Sweden’s position suggests that either physical damage or loss of functionality includes altering and interfering with data without causing physical harm.,,
SWE,6(b)(i) Must the effect of a cyber operation to computer infrastructure require repair or replacement of physical components to qualify as damage?,Silent,,,,,
SWE,6(c) Do only cyber operations generating significant physical effects within another State’s territory constitute a violation?,Silent,.,,.,,
SWE,7 Can state cyber operations that cause a loss to computer functionality in another State’s territory constitute a violation of sovereignty as a rule?,Yes¶,"In general, Sweden is of the view that violations of sovereignty may arise from cyber operations that result in damage or loss of functionality. Altering and interfering with data without causing physical harm may also violate sovereignty . . . Whether an intrusion has in fact resulted in a violation of sovereignty needs to be assessed on a case-by-case basis taking into consideration the nature and character of the intrusion.",Sweden Position (July 2021) pg. 2¶,"If cyber operations result in any damage or loss of functionality, then a sovereignty violation may occur, according to Sweden’s position.",,
SWE,7(a) Is the rule violated by a cyber operation generating any functionality losses within another state’s territory?,Ambiguous,"In general, Sweden is of the view that violations of sovereignty may arise from cyber operations that result in damage or loss of functionality. Altering and interfering with data without causing physical harm may also violate sovereignty . . . Whether an intrusion has in fact resulted in a violation of sovereignty needs to be assessed on a case-by-case basis taking into consideration the nature and character of the intrusion.",Sweden Position (July 2021) pg. 2¶,,,
SWE,7(b) Is the rule violated by a cyber operation generating significant functionality losses within another state’s territory?,Ambiguous,"In general, Sweden is of the view that violations of sovereignty may arise from cyber operations that result in damage or loss of functionality. Altering and interfering with data without causing physical harm may also violate sovereignty . . . Whether an intrusion has in fact resulted in a violation of sovereignty needs to be assessed on a case-by-case basis taking into consideration the nature and character of the intrusion.",Sweden Position (July 2021) pg. 2¶,"If cyber operations result in any damage or loss of functionality, then a sovereignty violation may occur, according to Sweden’s position. The qualification of functionality losses as significant may be a consideration of the intrusion's nature and character.",,
SWE,7(c) Is the rule violated by a cyber operation generating systemic functionality losses within another state’s territory?,Silent,,,,,
SWE,8. Can state cyber operations that interfere with another state’s “inherent governmental functions” constitute a violation of sovereignty as a rule?,Yes,"Interference with a State’s inherently governmental functions may also constitute a violation of State sovereignty, including when undertaken with cyber means. Whether an intrusion has in fact resulted in a violation of sovereignty needs to be assessed on a case-by-case basis taking into consideration the nature and character of the intrusion.",Sweden Position (July 2021) pg. 2,"If cyber operations interfere with a state’s inherently governmental functions, then a sovereignty violation may occur, according to Sweden’s position.",,
SWE,9. Must there be proximate causation between the state cyber operation and the effects or interference prohibited by sovereignty as a rule?  ,Silent,,,,,
SWE,9(a) Must the state cyber operation generate prohibited effects directly?,Silent,,,,,
SWE,9(b) Do prohibited effects indirectly generated by a state cyber operation constitute a violation of sovereignty as a rule?,Silent¶,,,,,
SWE,10. Can state cyber operations that deny access to or degrade data in the control of another State constitute a violation of sovereignty as a rule?,Yes,"In general, Sweden is of the view that violations of sovereignty may arise from cyber operations that result in damage or loss of functionality Altering and interfering with data without causing physical harm may also violate sovereignty . . . Whether an intrusion has in fact resulted in a violation of sovereignty needs to be assessed on a case-by-case basis taking into consideration the nature and character of the intrusion.¶",Sweden Position (July 2021) pg. 2¶,"If a cyber operation results in damage or loss of functionality, then it may be a breach of sovereignty as assessed on a case-by-case basis in accord with Sweden’s position. The alteration of data is presented as an example of a potential breach.",,
SWE,10(a) Do state sponsored ransomware operations violate the sovereignty of another State?,Silent,,,,,
SWE,10(b) Can state cyber operations against data residing in cloud servers outside of a State’s territorial jurisdiction constitute a violation of sovereignty as a rule?,Silent,,,,,
SWE,10(c) Does the exercise of one State’s law enforcement tools via cyber means in the networks or systems of another State’s territory violate the sovereignty of the latter State?,Silent,,,,,
SWE,11. Do State cyber operations that interfere at any level with critical infrastructure in another State constitute a violation of sovereignty as a rule?¶,Silent,,,,,
SWE,12. Can State cyber operations that cause significant national economic impacts for another State constitute a violation of sovereignty as a rule?,Silent,,,,,
SWE,13. Does cyber espionage by one State in or transiting networks or hardware resident in another State constitute a violation of sovereignty as a rule?,Silent,,,,,
SWE,13(a). Can gaining unauthorized access to computer systems or data within a State’s sovereign control violate the rules of sovereignty?,Silent,,,,,
SWE,14. Are violations of sovereignty assessed on a case-by-case basis?,Yes,Whether an intrusion has in fact resulted in a violation of sovereignty needs to be assessed on a case-by-case basis taking into consideration the nature and character of the intrusion.,Sweden Position (July 2021) pg. 2¶,,,
CHE,1.  Is sovereignty a foundational principle of the international legal order?,Yes,Sovereignty is a foundational principle of international law.,"UNGA Compendium Switzerland Position¶¶Switzerland Position UNGA Compendium (2021) pg. 2, §2",,,
CHE,2. Does sovereignty confer on states authority over cyber infrastructure located in their respective territories and over the actions they take with respect to that infrastructure?,Yes,"It refers to a state's jurisdiction to define, apply and enforce its own legal order, which in principle is limited to its territory … State sovereignty is also applicable to cyberspace... For example, state sovereignty protects information and communication technologies (ICT) infrastructure on a state's territory against unauthorised intrusion or material damage. This includes the computer networks,","Switzerland Position UNGA Compendium (2021) pg. 2, §2",,,
CHE,"2(a). Does sovereignty encompass the right of a state to protect cyber infrastructure and safeguard cyber activity that is located in, or takes place on, its territory?",Yes,"Conversely, in terms of interstate relations at cybersecurity level, the principle of sovereignty provides wide scope for protection against cyber operations. For example, state sovereignty protects information and communication technologies (ICT) infrastructure on a state's territory against unauthorised intrusion or material damage. This includes the computer networks, systems and software supported by the ICT infrastructure, regardless of whether the infrastructure is private or public.","Switzerland Position UNGA Compendium (2021) pg. 2, §2¶¶¶¶¶¶¶¶¶¶¶",,,
CHE,2(b) Is the exercise of such sovereign authority subject to international human rights law and other fundamental freedoms?,Yes,"Human rights also apply in the digital space and are a key pillar in the international regulatory framework for digitalisation.¶...¶A number of specific human rights may be particularly affected by cyber-related activities. An individual's right of access to information, right to privacy, or freedom of expression for example, could be restricted because of cyber operations or other cyber-related measures. A state must be able to justify restricting these or other human rights in cyberspace based on the same rules that apply in physical space. In principle, any act of state interference requires an adequate legal basis. The state must also be able to demonstrate that in the balance of interests its actions are appropriate, necessary and reasonable in order to meet a legitimate objective.","Switzerland Position UNGA Compendium (2021) pg. 8, §7",,,
CHE,"3. Is sovereignty a stand-alone, primary rule of international law, the breach of which can incur international responsibility?",Yes,"Sovereignty is a binding primary rule of international law. Violations of sovereignty are therefore considered internationally wrongful acts which, if attributable to the state itself, give rise to state responsibility.","Switzerland Position UNGA Compendium (2021) pg. 2, §2¶",,,
CHE,3(a) Can violations of sovereignty not amounting to prohibited interventions constitute internationally wrongful acts?  ,Yes,"Sovereignty is a binding primary rule of international law. Violations of sovereignty are therefore considered internationally wrongful acts which, if attributable to the state itself, give rise to state responsibility.¶...¶Switzerland recognises that defining what constitutes a violation of the principle of sovereignty in cyberspace is particularly challenging and has yet to be clarified conclusively.","Switzerland Position UNGA Compendium (2021) pp. 2-3, §2¶","Switzerland’s position acknowledges that what constitutes as a violation of sovereignty is still open to debate, but recognizes violations of sovereignty as internationally wrongful acts in accord with state responsibility. Given the separate treatment of sovereignty and non-intervention, a standalone violation of sovereignty that is not a prohibited intervention still constitutes an internationally wrongful act.",,
CHE,4. Does the State indicate how to identify a violation of any stand-alone sovereignty rule?,Yes,"It supports considering the following two criteria in such assessments: first, does the incident violate the state's territorial integrity and second, does it constitute interference with or usurpation of an inherently governmental function. A precise definition of these criteria is a question of interpretation and subject to debate. The current debate includes among other aspects i) incidents whereby the functionality of infrastructure or related equipment has been damaged or limited, ii) cases where data has been altered or deleted, interfering with the fulfilment of inherently governmental functions such as providing social services, conducting elections and referendums, or collecting taxes, and iii) situations in which a state has sought to influence, disrupt or delay democratic decision-making processes in another state through the coordinated use of legal and illegal methods in cyberspace e.g. propaganda, disinformation and covert actions by intelligence services.","Switzerland Position UNGA Compendium (2021) pg. 3, §2",Criteria:¶Violation of State’s Territorial Integrity¶Interference with or Usurpation of an inherently governmental function¶Switzerland’s position notes that various definitions of this two-part test are still up to debate.,,
CHE,4(a) Is there a de minimis threshold below which a violation of sovereignty would not occur?,Silent,,,,,
CHE,"5. Is it a violation of territorial sovereignty for an organ of a State, or others whose conduct is attributable to the State, to conduct non-consensual cyber operations while physically present on another State’s territory against that State or entities or persons on its territory?",Silent,,,,,
CHE,6. Can state cyber operations that cause physical effects in another state’s territory constitute a violation of sovereignty as a rule?,Yes,"For example, state sovereignty protects information and communication technologies (ICT) infrastructure on a state's territory against unauthorised intrusion or material damage...¶It supports considering the following two criteria in such assessments: first, does the incident violate the state's territorial integrity and second, does it constitute interference with or usurpation of an inherently governmental function. A precise definition of these criteria is a question of interpretation and subject to debate.","Switzerland Position UNGA Compendium (2021) pg. 2–3, §2¶",,,
CHE,6(a) Do any physical effects constitute a violation?,Ambiguous,"It supports considering the following two criteria in such assessments: first, does the incident violate the state's territorial integrity and second, does it constitute interference with or usurpation of an inherently governmental function. A precise definition of these criteria is a question of interpretation and subject to debate.","Switzerland Position UNGA Compendium (2021) pg. 3, §2","If a state cyber operation meets the two criteria elicited in the excerpt while causing physical effects in another state’s territory, then such an operation may breach sovereignty, especially if the physical effects cause material damage to ICT infrastructure. The issue lies in the definition and interpretation of these criteria.",,
CHE,"6(b) Must the effects involve physical damage to computer infrastructure or other tangible things, or injury to persons, to constitute a violation of sovereignty as a rule?",No,"the principle of sovereignty provides wide scope for protection against cyber operations. For example, state sovereignty protects information and communication technologies (ICT) infrastructure on a state's territory against unauthorised intrusion or material damage.","Switzerland Position UNGA Compendium (2021) pg. 3, §2",,,
CHE,6(b)(i) Must the effect of a cyber operation to computer infrastructure require repair or replacement of physical components to qualify as damage?,Silent,,,,,
CHE,6(c) Do only cyber operations generating significant physical effects within another State’s territory constitute a violation?,Silent,,,,,
CHE,7. Can state cyber operations that cause a loss to computer functionality in another State’s territory constitute a violation of sovereignty as a rule?,Ambiguous ,A precise definition of these criteria is a question of interpretation and subject to debate. The current debate includes among other aspects i) incidents whereby the functionality of infrastructure or related equipment has been damaged or limited . . . ,"Switzerland Position UNGA Compendium (2021) pg. 3, §2¶¶","Although Switzerland’s position acknowledges that the definition of the criteria is up to debate, the first point of contention is whether effects on functionality constitute a violation of sovereignty.",,
CHE,7(a) Is the rule violated by a cyber operation generating any functionality losses within another state’s territory?,Silent,,,,,
CHE,7(b) Is the rule violated by a cyber operation generating significant functionality losses within another state’s territory?,Silent,,,,,
CHE,7(c) Is the rule violated by a cyber operation generating systemic functionality losses within another state’s territory?,Silent,,,,,
CHE,8. Can state cyber operations that interfere with another state’s “inherent governmental functions” constitute a violation of sovereignty as a rule?,Yes ,"It supports considering the following two criteria in such assessments: first, does the incident violate the state's territorial integrity and second, does it constitute interference with or usurpation of an inherently governmental function.","Switzerland Position UNGA Compendium (2021) pg. 3, §2¶¶¶",,,
CHE,9. Must there be proximate causation between the state cyber operation and the effects or interference prohibited by sovereignty as a rule?  ,Silent,,,,,
CHE,9(a) Must the state cyber operation generate prohibited effects directly?,Silent,,,,,
CHE,9(b) Do prohibited effects indirectly generated by a state cyber operation constitute a violation of sovereignty as a rule?,Silent ,,,,,
CHE,10. Can state cyber operations that deny access to or degrade data in the control of another State constitute a violation of sovereignty as a rule?,Silent,,,,,
CHE,10(a) Do state sponsored ransomware operations violate the sovereignty of another State?,Silent,,,,,
CHE,10(b) Can state cyber operations against data residing in cloud servers outside of a State’s territorial jurisdiction constitute a violation of sovereignty as a rule?,Ambiguous,"One major issue is who has jurisdiction over or access to digital data. In the cyber context, the key question is which states have legitimate control over digital data and are authorised to access that data – which may, depending on the circumstances, be stored on a different territory or may not be localised geographically . . . Conversely, in terms of interstate relations at cybersecurity level, the principle of sovereignty provides wide scope for protection against cyber operations.. . . A precise definition of these criteria is a question of interpretation and subject to debate. The current debate includes among other aspects . . . ii) cases where data has been altered or deleted, interfering with the fulfilment of inherently governmental functions such as providing social services, conducting elections and referendums, or collecting taxes . . .","Switzerland Position UNGA Compendium (2021) pp. 2-3, §2¶¶¶¶¶¶¶","Switzerland’s position recognizes that determining control over digital data is difficult, but sovereignty still allows for the protection of such data even extraterritorially. However, Switzerland’s position also acknowledges that the question of how the elements are defined is up to debate, with a point of contention being whether the alteration or deletion of data constitutes a violation of sovereignty.",,
CHE,10(c) Does the exercise of one State’s law enforcement tools via cyber means in the networks or systems of another State’s territory violate the sovereignty of the latter State?,Silent,,,,,
CHE,11. Do State cyber operations that interfere at any level with critical infrastructure in another State constitute a violation of sovereignty as a rule?¶,Silent,,¶¶¶¶¶,,,
CHE,12. Can State cyber operations that cause significant national economic impacts for another State constitute a violation of sovereignty as a rule?,Silent,,,,,
CHE,13. Does cyber espionage by one State in or transiting networks or hardware resident in another State constitute a violation of sovereignty as a rule?,Silent,,,,,
CHE,13(a). Can gaining unauthorized access to computer systems or data within a State’s sovereign control violate the rules of sovereignty?,Yes,"State sovereignty is also applicable to cyberspace... One major issue is who has jurisdiction over or access to digital data. In the cyber context, the key question is which states have legitimate control over digital data and are authorised to access that data – which may, depending on the circumstances, be stored on a different territory or may not be localised geographically. Conversely, in terms of interstate relations at cybersecurity level, the principle of sovereignty provides wide scope for protection against cyber operations. For example, state sovereignty protects information and communication technologies (ICT) infrastructure on a state's territory against unauthorised intrusion or material damage. This includes the computer networks, systems and software supported by the ICT infrastructure, regardless of whether the infrastructure is private or public","Switzerland’s Position Paper on the Application of International Law in Cyberspace, pg. 2-3, § “Sovereignty” (2021)",,,
CHE,14. Are violations of sovereignty assessed on a case-by-case basis?,Yes,The assessment of an individual case depends on the nature of the cyber incident and its repercussions.,"Switzerland Position UNGA Compendium (2021) pg. 3, §2¶",,,
THA,1.  Is sovereignty a foundational principle of the international legal order?, Yes,The principle of state sovereignty is a fundamental rule of international law that underpins international relations. It is firmly established in customary international law and enshrined in international legal instruments including the Charter of the United Nations and the ASEAN Charter,"Thailand’s National Position on the Application of International Law in Cyberspace, pg. 2, § 7 (2025)",,,
THA,2. Does sovereignty confer on states authority over cyber infrastructure located in their respective territories and over the actions they take with respect to that infrastructure?,Yes,"every State exercises sovereignty over the ICT infrastructure, persons, and activities within its territory, subject to its international legal obligations. This includes the authority to prescribe and enforce laws and regulations governing cyberspace and to protect critical information infrastructure","Thailand’s National Position on the Application of International Law in Cyberspace, pg. 3, § 9 (2025)",,,
THA,"2(a). Does sovereignty encompass the right of a state to protect cyber infrastructure and safeguard cyber activity that is located in, or takes place on, its territory?",Yes,"every State exercises sovereignty over the ICT infrastructure, persons, and activities within its territory, subject to its international legal obligations. This includes the authority to prescribe and enforce laws and regulations governing cyberspace and to protect critical information infrastructure¶","Thailand’s National Position on the Application of International Law in Cyberspace, pg. 3, § 9 (2025)¶",,,
THA,2(b) Is the exercise of such sovereign authority subject to international human rights law and other fundamental freedoms?,Yes¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶,"Thailand affirms that “international human rights law (IHRL) applies in cyberspace, as it does in the physical world,” and that States’ cyber activities “must be conducted in accordance with their international human rights obligations”","¶Thailand’s National Position on the Application of International Law in Cyberspace, pg. 10-11, § 39-41 (2025)¶",,,
THA,"3. Is sovereignty a stand-alone, primary rule of international law, the breach of which can incur international responsibility?", Yes,"Thailand asserts that “a cyber activity... that causes, or is reasonably expected to cause, harmful effects... constitutes a violation of that State’s territorial sovereignty”, and that “such a breach... amounts to an internationally wrongful act”","Thailand’s National Position on the Application of International Law in Cyberspace, pg. 3,4, § 11, 14 (2025)¶",,,
THA,3(a) Can violations of sovereignty not amounting to prohibited interventions constitute internationally wrongful acts?  , Yes,"a breach of the obligation to respect State sovereignty amounts to an internationally wrongful act, even if the cyber operation does not rise to the level of a prohibited intervention","Thailand’s National Position on the Application of International Law in Cyberspace, pg. 4, § 14 (2025)¶",,,
THA,4. Does the State indicate how to identify a violation of any stand-alone sovereignty rule?, Yes,"a cyber activity attributable to a State that causes, or is reasonably expected to cause, harmful effects on ICT systems or infrastructure located within another State’s territory constitutes a violation of that State’s territorial sovereignty¶¶State cyber operations targeting another State’s critical infrastructure constitute a violation of sovereignty where they interfere with the State’s sovereign control over the critical infrastructure; cause harm or compromise essential functions of the critical infrastructure.","Thailand’s National Position on the Application of International Law in Cyberspace, pg. 3, § 11 , 12 (2025)¶",,,
THA,4(a) Is there a de minimis threshold below which a violation of sovereignty would not occur?,Silent,,,,,
THA,"5. Is it a violation of territorial sovereignty for an organ of a State, or others whose conduct is attributable to the State, to conduct non-consensual cyber operations while physically present on another State’s territory against that State or entities or persons on its territory?", Silent,,,,,
THA,6. Can state cyber operations that cause physical effects in another state’s territory constitute a violation of sovereignty as a rule?, Silent,,,,,
THA,6(a) Do any physical effects constitute a violation?¶,Silent,,,,,
THA,"6(b) Must the effects involve physical damage to computer infrastructure or other tangible things, or injury to persons, to constitute a violation of sovereignty as a rule?", Silent,,,,,
THA,6(b)(i) Must the effect of a cyber operation to computer infrastructure require repair or replacement of physical components to qualify as damage?,Silent,,,,,
THA,6(c) Do only cyber operations generating significant physical effects within another State’s territory constitute a violation?,Silent,,,,,
THA,7 Can state cyber operations that cause a loss to computer functionality in another State’s territory constitute a violation of sovereignty as a rule?,Yes,Thailand refers to “harmful effects on ICT systems” as constituting a sovereignty violation¶¶cause harm or compromise essential functions of the critical infrastructure,"Thailand’s National Position on the Application of International Law in Cyberspace, pg. 3, § 11 , 12 (2025)¶",,,
THA,7(a) Is the rule violated by a cyber operation generating any functionality losses within another state’s territory?, No,State cyber operations targeting another State’s critical infrastructure constitute a violation of sovereignty where they interfere with the State’s sovereign control over the critical infrastructure; cause harm or compromise essential functions of the critical infrastructure,"Thailand’s National Position on the Application of International Law in Cyberspace, pg. 3, § 12 (2025)¶",Ltd to Critical Infrastructure,,
THA,7(b) Is the rule violated by a cyber operation generating significant functionality losses within another state’s territory?,Ambiguous,State cyber operations targeting another State’s critical infrastructure constitute a violation of sovereignty where they interfere with the State’s sovereign control over the critical infrastructure; cause harm or compromise essential functions of the critical infrastructure¶,"Thailand’s National Position on the Application of International Law in Cyberspace, pg. 3, § 12 (2025)¶",,,
THA,7(c) Is the rule violated by a cyber operation generating systemic functionality losses within another state’s territory?,Silent,,,,,
THA,8. Can state cyber operations that interfere with another state’s “inherent governmental functions” constitute a violation of sovereignty as a rule?, Silent,,,,,
THA,9. Must there be proximate causation between the state cyber operation and the effects or interference prohibited by sovereignty as a rule?  , Silent,,,,,
THA,9(a) Must the state cyber operation generate prohibited effects directly?,Silent,,,,,
THA,9(b) Do prohibited effects indirectly generated by a state cyber operation constitute a violation of sovereignty as a rule?,Silent,,¶,,,
THA,10. Can state cyber operations that deny access to or degrade data in the control of another State constitute a violation of sovereignty as a rule?, Yes,State cyber operations targeting another State’s critical infrastructure constitute a violation of sovereignty where they interfere with the State’s sovereign control over the critical infrastructure; cause harm or compromise essential functions of the critical infrastructure,"Thailand’s National Position on the Application of International Law in Cyberspace, pg. 3, § 12 (2025)¶",If causing harm follows denial of access or degredation of data,,
THA,10(a) Do state sponsored ransomware operations violate the sovereignty of another State?, Silent,,,Thailand does not specifically address ransomware operations,,
THA,10(b) Can state cyber operations against data residing in cloud servers outside of a State’s territorial jurisdiction constitute a violation of sovereignty as a rule?,Silent,,,No explicit extraterritorial data stance,,
THA,10(c) Does the exercise of one State’s law enforcement tools via cyber means in the networks or systems of another State’s territory violate the sovereignty of the latter State?,Silent,,,Thailand does not explicitly address this,,
THA,11. Do State cyber operations that interfere at any level with critical infrastructure in another State constitute a violation of sovereignty as a rule?¶, No,State cyber operations targeting another State’s critical infrastructure constitute a violation of sovereignty where they interfere with the State’s sovereign control over the critical infrastructure; cause harm or compromise essential functions,"Thailand’s National Position on the Application of International Law in Cyberspace, pg. 3, § 12 (2025)¶",,,
THA,12. Can State cyber operations that cause significant national economic impacts for another State constitute a violation of sovereignty as a rule?,Silent,,,,,
THA,13. Does cyber espionage by one State in or transiting networks or hardware resident in another State constitute a violation of sovereignty as a rule?,Silent,,,,,
THA,13a. Can gaining unauthorized access to computer systems or data within a State’s sovereign control violate the rules of sovereignty?,Silent,,,,,
THA,14. Are violations of sovereignty assessed on a case-by-case basis?, Silent,,,,,
GBR,1.  Is sovereignty a foundational principle of the international legal order?,Yes,". . . Sovereignty, as a general principle, is a fundamental concept in international law. . .","UK Position (2021) para. 1, 3",,,
GBR,2.  Does sovereignty confer on states authority over cyber infrastructure located in their respective territories and over the actions they take with respect to that infrastructure?,Silent,,¶¶¶¶¶¶¶¶¶¶¶¶,,,
GBR,"2(a). Does sovereignty encompass the right of a state to protect cyber infrastructure and safeguard cyber activity that is located in, or takes place on, its territory?",Silent,,,,,
GBR,2(b) Is the exercise of such sovereign authority subject to international human rights law and other fundamental freedoms?,Yes,"Human rights obligations apply to States’ activities in cyberspace as they do to in relation to their other activities. The UK continues to support the view set out in Human Rights Council Resolution 20/8 that ‘the same rights that people have ofine must also be protected online…’. States have an obligation to act in accordance with applicable international human rights law, including customary international law, and international conventions to which they are a party, such as the International Covenant on Civil and Political Rights, other UN treaties, and regional instruments such as the European Convention on Human Rights.¶States’ respect for their human rights obligations in relation to their activities in cyberspace is essential to ensuring an open, secure, stable, accessible and peaceful environment and certain rights may have particular relevance to States’ activities in cyberspace including the right not to be subjected to arbitrary or unlawful interference with privacy, family, home or correspondence, the right to freedom of thought, conscience and religion and the right to freedom of expression.¶------------------------------------------------------------¶Online as well as everywhere else, the principle of sovereignty should not be used by states to undermine fundamental rights and freedoms and the right balance must be struck between national security and the protection of privacy and human rights.","UK Position (2021) paras. 20–21¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶-------------------------------------¶Cyber and International Law in the 21st Century, Chatham House (2018) pg. 8",,,
GBR,"3. Is sovereignty a stand-alone, primary rule of international law, the breach of which can incur international responsibility?",No ,"The United Kingdom does not consider that the general concept of sovereignty by itself provides a sufficient or clear basis for extrapolating a specific rule or additional prohibition for cyber conduct going beyond that of non-intervention referred to above.¶------------------------------------------------------------¶States have expressed different views on the precise significance of sovereignty in cyberspace. The UK reiterated its own position on this point last year, in June, namely, that “Any prohibition on the activities of states, whether in relation to cyberspace or other matters, must be clearly established in international law.” The general concept of sovereignty, by itself, does not provide a sufficient or clear basis for extrapolating a specific rule of sovereignty or additional prohibition for cyber conduct, going beyond that of nonintervention. What matters, in practice, therefore, is whether there has been a violation of international law. Differences in legal reasoning must not obscure the common ground, which I believe exists when it comes to certain types of unacceptable and unlawful cyber behaviours. I think that common ground also extends to an appreciation that we must carefully preserve the space for perfectly legitimate everyday cyberactivity, which traverses multiple international boundaries millions of times a second.¶------------------------------------------------------------¶Sovereignty is of course fundamental to the international rules-based system. But I am not persuaded that we can currently extrapolate from that general principle a specific rule or additional prohibition for cyber activity beyond that of a prohibited intervention. The UK Government’s position is therefore that there is no such rule as a matter of current international law.","UK Position (2021) pg. 117, I ¶10¶¶¶¶¶-------------------------------------¶International Law in Future Frontiers, Chatham House (2022) pg. 6-7¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶¶-------------------------------------¶Cyber and International Law in the 21st Century, Chatham House (2018) pg. 8",,,
GBR,3(a) Can violations of sovereignty not amounting to prohibited interventions constitute internationally wrongful acts?  ,No,The United Kingdom does not consider that the general concept of sovereignty by itself provides a sufficient or clear basis for extrapolating a specific rule or additional prohibition for cyber conduct going beyond that of non-intervention referred to above.,"UK Position (2021) pg. 117, I ¶10 ¶¶¶¶SAME SENTIMENT:¶International Law in Future Frontiers, Chatham House (2022) pg. 7",,,
GBR,4. Does the State indicate how to identify a violation of any stand-alone sovereignty rule?,No,The United Kingdom does not consider that the general concept of sovereignty by itself provides a sufficient or clear basis for extrapolating a specific rule or additional prohibition for cyber conduct going beyond that of non-intervention referred to above.,"UK Position (2021) pg. 117, I ¶10¶¶SAME SENTIMENT:¶International Law in Future Frontiers, Chatham House (2022) pg. 7",Inferred because the UK doesn’t agree that sovereignty is a rule,,
