ISO,Question,Answer,Citation,Pincite ,Comment,
PAK,4. Is coercion a constituent element of prohibited intervention?," Silent
", ,, ,
PAK,4.1 Is coercion limited to the employment of physical force? ,"Silent
",,, ,
PAK,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,"Silent
",,, ,
PAK, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,"Silent
",,, ,
PAK, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,"Silent
", ,, ,
PAK,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,"Silent
"," 
 ",,,
PAK,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,"Silent
", ,,,
PAK,4.7 Is intent a constituent element of coercion?    ,"Silent
",,,,
PAK,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ","Silent
", ,,,
PAK,4.9  Can coercion be indirect?    ,"Silent
", ,,,
PAK, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,"Silent
",,,,
PAK,5. Does intervention include forms of persuasion or propaganda?   ,"Silent
",,,,
PAK,6. Is there a de minimis exception to the prohibition?  ,"Silent
",,,,
PAK,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ","Silent
",,,,
PAK,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,"Silent
",,,,
PAK,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,"Silent
",,,,
PAK,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,"Silent
",,,,
PAK,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ","Silent
",,,,
PAK, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,"Silent
",,,,
PAK,7.6 Is critical infrastructure part of the domaine réservé?  ,"Silent
",,,,
PAK,7.7 Are elections part of the domaine réservé? ,"Silent
",,,,
PAK, 7.8 Is the operation of legislatures a part of the domaine réservé?,"Silent
",,,,
PAK, 7.9 Is financial system stability part of the domaine réservé?  ,"Silent
",,,,
PAK,7.10 Are medical services part of the domaine réservé?  ,"Silent
",,,,
PER,1. Is the prohibition of non-intervention a norm of customary international law? , Silent, ,, ,
PER,2. Is the scope of the principle of non-intervention uncertain?    ,Silent, ,, ,
PER,3. Does the prohibition of non-intervention apply to cyber-operations? ,"Silent
", ,, ,
PER,4. Is coercion a constituent element of prohibited intervention?," Silent
", ,, ,
PER,4.1 Is coercion limited to the employment of physical force? ,"Silent
",,, ,
PER,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,"Silent
",,, ,
PER, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,"Silent
",,, ,
PER, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,"Silent
", ,, ,
PER,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,"Silent
"," 
 ",,,
PER,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,"Silent
", ,,,
PER,4.7 Is intent a constituent element of coercion?    , ,,,,
PER,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ","Silent
", ,,,
PER,4.9  Can coercion be indirect?    ,"Silent
", ,,,
PER, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,"Silent
",,,,
PER,5. Does intervention include forms of persuasion or propaganda?   ,"Silent
",,,,
PER,6. Is there a de minimis exception to the prohibition?  ,"Silent
",,,,
PER,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ","Silent
",,,,
PER,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,"Silent
",,,,
PER,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,"Silent
",,,,
PER,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,"Silent
",,,,
PER,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ","Silent
Silent
",,,,
PER, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,"Silent
",,,,
PER,7.6 Is critical infrastructure part of the domaine réservé?  ,"Silent
",,,,
PER,7.7 Are elections part of the domaine réservé? ,"Silent
",,,,
PER, 7.8 Is the operation of legislatures a part of the domaine réservé?,"Silent
",,,,
PER, 7.9 Is financial system stability part of the domaine réservé?  ,"Silent
",,,,
PER,7.10 Are medical services part of the domaine réservé?  ,"Silent
",,,,
POL,1. Is the prohibition of non-intervention a norm of customary international law? , Yes,“Intervention in internal or external affairs of another state that fall under its domestic jurisdiction is an action that contravenes international law.”,"The Republic of Poland’s position on the application of international law in cyberspace, pg. 4, § 3 (2022)","No explicit mention of CIL, but seems implied?",
POL,2. Is the scope of the principle of non-intervention uncertain?    ,Yes," “To be in breach of international law, an intervention must include the element of coercion that aims at influencing the state’s decisions belonging to its domaine réservé, i.e. the area of state activity that remains its exclusive competence under the principle of sovereignty.”

“There is no universally acceptable definition of ‘coercion’”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)", Defines Non-Intervention as being based in Coercion but states that Coercion is not standardized. ,
POL,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes," “A cyber operation that adversely affects the functioning and security of the political, economic, military or social system of a state, potentially leading to the state‘s conduct that would not occur otherwise, may be considered a prohibited intervention.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)", ,
POL,4. Is coercion a constituent element of prohibited intervention?, Yes,"“To be in breach of international law, an intervention must include the element of coercion...”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)", ,
POL,4.1 Is coercion limited to the employment of physical force? ,No,"“To be in breach of international law, an intervention must include the element of coercion that aims at influencing the state’s decisions belonging to its domaine réservé”

“A cyber operation that adversely affects the functioning and security of the political, economic, military or social system of a state, potentially leading to the state‘s conduct that would not occur otherwise, may be considered a prohibited intervention.”

“In particular, any action in cyberspace that would prevent the filing of tax returns online or any interference with ICT systems that would prevent a reliable and timely conduct of democratic elections would be a violation of international law.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)"," Not limited to physical force or effects, e.g. tax return cyber infrastructure intervention.",
POL,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Silent,,, Not specifically mentioned,
POL, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Yes,"“To be in breach of international law, an intervention must include the element of coercion that aims at influencing the state’s decisions belonging to its domaine réservé, i.e. the area of state activity that remains its exclusive competence under the principle of sovereignty.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)", ,
POL, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Yes," “A cyber operation that adversely affects the functioning and security of the political, economic, military or social system of a state, potentially leading to the state‘s conduct that would not occur otherwise, may be considered a prohibited intervention.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)", ,
POL,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent," 
 ",, ,
POL,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,Yes," “A cyber operation that adversely affects the functioning and security of the political, economic, military or social system of a state, potentially leading to the state‘s conduct that would not occur otherwise, may be considered a prohibited intervention.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)", ,
POL,4.7 Is intent a constituent element of coercion?    ,Silent ,,, ,
POL,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Yes,"“To be in breach of international law, an intervention must include the element of coercion that aims at influencing the state’s decisions belonging to its domaine réservé, i.e. the area of state activity that remains its exclusive competence under the principle of sovereignty.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)", ,
POL,4.9  Can coercion be indirect?    ,Silent, ,, ,
POL, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,"The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)", Poland does not address this questions explicitly.,
POL,5. Does intervention include forms of persuasion or propaganda?   ,Ambiguous,"“It should also be noted that a wide-scale and targeted disinformation campaign may also contravene the principle of non-intervention, in particular when it results in civil unrest that requires specific responses on the part of the state.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)", Disinformation campaign seems to hint at persuasion and propaganda. ,
POL,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
POL,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Yes,"“To be in breach of international law, an intervention must include the element of coercion that aims at influencing the state’s decisions belonging to its domaine réservé, i.e. the area of state activity that remains its exclusive competence under the principle of sovereignty.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)",,
POL,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,No,“Intervention in internal or external affairs of another state that fall under its domestic jurisdiction is an action that contravenes international law.”,"The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)",,
POL,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Yes,“Intervention in internal or external affairs of another state that fall under its domestic jurisdiction is an action that contravenes international law.”,"The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)",,
POL,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,Yes,"“...belonging to its domaine réservé, i.e. the area of state activity that remains its exclusive competence under the principle of sovereignty.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)",,
POL,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Ambiguous,"“A cyber operation that adversely affects the functioning and security of the political, economic, military or social system of a state, potentially leading to the state‘s conduct that would not occur otherwise, may be considered a prohibited intervention.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)","Limitation to these aspects is not stated, but inclusion is. Military is also mentioned. To the degree that is not included in political/foreign policy, then it is not limited.",
POL, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
POL,7.6 Is critical infrastructure part of the domaine réservé?  ,Ambiguous,“...the Republic of Poland takes the position that the violation of a state‘s sovereignty may occur both in the event of an attack against state infrastructure and against private infrastructure.”,"The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)",Refers to infrastructure as part of the state’s sovereignty but not necessarily domaine reserve.,
POL,7.7 Are elections part of the domaine réservé? ,Yes,"“To be in breach of international law, an intervention must include the element of coercion that aims at influencing the state’s decisions belonging to its domaine réservé,...”

“A cyber operation that adversely affects the functioning and security of the political, economic, military or social system of a state, potentially leading to the state‘s conduct that would not occur otherwise, may be considered a prohibited intervention. In particular, any action in cyberspace that would prevent the filing of tax returns online or any interference with ICT systems that would prevent a reliable and timely conduct of democratic elections would be a violation of international law.”","
The Republic of Poland’s position on the application of international law in cyberspace, pg. 4, ¶ 4 (2022)

",Implied since violation of domaine reserve necessary for violation and interference with election is violation. ,
POL, 7.8 Is the operation of legislatures a part of the domaine réservé?,Yes,"“Similarly, depriving the parliament working remotely of the possibility of voting online to adopt a law or modifying the outcome of such voting would also be such a violation.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)",Seems implied that Parliament is part of the domaine reserve.,
POL, 7.9 Is financial system stability part of the domaine réservé?  ,Ambiguous,"“A cyber operation that adversely affects the functioning and security of the political, economic, military or social system of a state, potentially leading to the state‘s conduct that would not occur otherwise, may be considered a prohibited intervention.”","The Republic of Poland’s position on the application of international law in cyberspace, pg. 4 § 3 (2022)","If cyber operations impacting economy is a prohibited intervention because economy is part of domaine reserve, then YES.",
POL,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
KOR,1. Is the prohibition of non-intervention a norm of customary international law? , Yes,"“As a logical consequence of the principle of sovereign equality, no State may intervene in the domestic affairs of another. This principle is explicitly codified in Article 2(7) of the UN Charter and has been affirmed in international jurisprudence. This principle applies equally in cyberspace”","National Position of the Republic of Korea on the Application of International Law in Cyberspace, pg.3, §2 (2025)", ,
KOR,2. Is the scope of the principle of non-intervention uncertain?    , Silent, , , ,
KOR,3. Does the prohibition of non-intervention apply to cyber-operations? , Yes,"“As a logical consequence of the principle of sovereign equality, no State may intervene in the domestic affairs of another. This principle is explicitly codified in Article 2(7) of the UN Charter and has been affirmed in international jurisprudence. This principle applies equally in cyberspace”","National Position of the Republic of Korea on the Application of International Law in Cyberspace, pg.3, §2 (2025)", ,
KOR,4. Is coercion a constituent element of prohibited intervention?,Silent,,,,
KOR,4.1 Is coercion limited to the employment of physical force? ,Silent,,,,
KOR,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Silent,,,,
KOR, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Silent,,,,
KOR, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Silent,,,,
KOR,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent,,,,
KOR,4.6  Canattempts to coerce an outcome amount to prohibited intervention?      ,Silent,,,,
KOR,4.7 Is intent a constituent element of coercion?    ,Silent,,,,
KOR,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Silent,,,,
KOR,4.9  Can coercion be indirect?    ,Silent,,,,
KOR, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,,,
KOR,5. Does intervention include forms of persuasion or propaganda?   ,Silent,,,,
KOR,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
KOR,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Silent,,,,
KOR,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,Silent,,,,
KOR,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Silent,,,,
KOR,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,Silent,,,,
KOR,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Silent,,,,
KOR, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
KOR,7.6 Is critical infrastructure part of the domaine réservé?  ,Silent,,,,
KOR,7.7 Are elections part of the domaine réservé? ,Silent,,,,
KOR, 7.8 Is the operation of legislatures a part of the domaine réservé?,Silent,,,,
KOR, 7.9 Is financial system stability part of the domaine réservé?  ,Silent,,,,
KOR,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
ROU,1. Is the prohibition of non-intervention a norm of customary international law? , Yes," “According to international law, States are under the duty not to intervene in matters within the domestic jurisdiction of any State, in accordance with the Charter...”"," Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77, ¶ 2 (2021)", ,
ROU,2. Is the scope of the principle of non-intervention uncertain?    ,Silent, ,, ,
ROU,3. Does the prohibition of non-intervention apply to cyber-operations? ,Silent, ,, ,
ROU,4. Is coercion a constituent element of prohibited intervention?, Yes,"“In order for such intervention to be illegal under international law, it must be coerced, meaning that the goal of the intervention must be to effectively change the behavior of the target State...”","Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 3 (2021)", ,
ROU,4.1 Is coercion limited to the employment of physical force? ,Silent,,, ,
ROU,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Silent,,, ,
ROU, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Ambiguous,"“In other words, the following criteria must be met in order for an act to qualify as prohibited intervention under international law: 
the act must bear on those matters in which States may decide freely (internal and external affairs – the domain reservé of States)...”","Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 4 (2021)", Domaine reserve deprivations are 1 of the 3 criteria listed for a violation,
ROU, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Silent, ,, ,
ROU,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Yes," “...there has to be a causal nexus between the coercive act and the effect on the internal or external affairs of the target State.”
 "," Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 4 (2021)", ,
ROU,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      , Yes," “In other words, the following criteria must be met in order for an act to qualify as prohibited intervention under international law:
✓ the act must bear on those matters in which States may decide freely (internal
and external affairs – the domain reservé of States);
✓ the act must be coercive in nature;
✓ there has to be a causal nexus between the coercive act and the effect on the internal or external affairs of the target State.”","Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 4 (2021)"," Coercion alone is not enough. It is 1 of 3 criteria, but not enough on its own",
ROU,4.7 Is intent a constituent element of coercion?    ,Ambiguous,"“In order for such intervention to be illegal under international law, it must be coerced, meaning that the goal of the intervention must be to effectively change the behavior of the target State; the incidence of coercion must be assessed on a case-by-case basis, in order to determine the violation of the principle of non-intervention.”","Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 3 (2021)",Intervention itself must have intent, unclear regarding coercion. 
ROU,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Silent, ,, ,
ROU,4.9  Can coercion be indirect?    ,Silent, ,, ,
ROU, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,, Romania does not the discuss the need for knowledge of the operation.,
ROU,5. Does intervention include forms of persuasion or propaganda?   ,Silent,,, ,
ROU,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
ROU,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Yes,“...the act must bear on those matters in which States may decide freely (internal and external affairs – the domain reservé of States) ...”,"Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 4 (2021)",,
ROU,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,No,"“...depending on the situation, interference in the internal or external affairs ... may constitute a violation of the principle of non-intervention.”","Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 5 (2021)",,
ROU,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Yes,"“...depending on the situation, interference in the internal or external affairs ... may constitute a violation of the principle of non-intervention.”","Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 5 (2021)",,
ROU,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,Yes,“the act must bear on those matters in which States may decide freely (internal and external affairs – the domain reservé of States)...”,"Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 4 (2021)",,
ROU,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Ambiguous,"“...interference in the internal or external affairs of Romania (that is interference which causes or may cause harm to Romania ’s economic, political, social and/ or cultural system)...”","Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77,  ¶ 5 (2021)",Does not necessarily limit to those areas,
ROU, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
ROU,7.6 Is critical infrastructure part of the domaine réservé?  ,Silent,,,,
ROU,7.7 Are elections part of the domaine réservé? ,Ambiguous,“...the principle of prohibition of the intervention in the internal affairs of another State should be addressed (situations of tampering with the electoral processes in other States are relevant as a discussion under this principle).”,"Romania, UNGA Official Compendium of Voluntary National Contributions, pg. 77, ¶ 1 (2021)",,
ROU, 7.8 Is the operation of legislatures a part of the domaine réservé?,Silent,,,,
ROU, 7.9 Is financial system stability part of the domaine réservé?  ,Silent,,,,
ROU,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
RUS,1. Is the prohibition of non-intervention a norm of customary international law? , Yes," “Russia assumes that, for the present, the international community has reached consensus on the applicability of the universally accepted principles and norms of international law...”
“These include, in particular, the principles of sovereign equality of States, non-use of force and threat of force, settlement of international disputes by peaceful means, non-interference into internal affairs of States...”","Russian Federation, UNGA Official Compendium of Voluntary National Contributions, pg. 79, ¶ 6 (2021)", ,
RUS,2. Is the scope of the principle of non-intervention uncertain?    ,Silent, ,, ,
RUS,3. Does the prohibition of non-intervention apply to cyber-operations? ,Ambiguous," “It is presumed that international obligations of States, including those stemming from international treaties as the main sources of international law, are applicable in information space. 

“At the same time, given the specific legal nature of the information environment, notably, the fact that activities therein can be anonymous, the application of international law to the use of information and communications technologies (ICTs) should not be automatic and should not be carried out by simple extrapolation. There is a need to substantively discuss the issue of how specific instruments of the existing international law apply to the ICT-sphere...""","Russian Federation, UNGA Official Compendium of Voluntary National Contributions, pgs. 79 - 80, (2021)", ,
RUS,4. Is coercion a constituent element of prohibited intervention?,Silent, ,, ,
RUS,4.1 Is coercion limited to the employment of physical force? ,"Silent
",,, ,
RUS,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,"Silent
",,, ,
RUS, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,"Silent
",,, ,
RUS, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,"Silent
", ,,,
RUS,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,"Silent
"," 
 ",,,
RUS,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,"Silent
", ,,,
RUS,4.7 Is intent a constituent element of coercion?    ,Silent  ,,,,
RUS,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ","Silent
", ,,,
RUS,4.9 Can coercion be indirect?    ,Silent, ,,,
RUS, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,"Silent
",,,,
RUS,5. Does intervention include forms of persuasion or propaganda?   ,"Silent
",,,,
RUS,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
RUS,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ","Silent
",,,,
RUS,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,Ambiguous,"“These include, in particular, the principles of
sovereign equality of States, non-use of force and threat of force, settlement of international disputes by peaceful means, non-interference into internal affairs of States...”","Russian Federation, UNGA Official Compendium of Voluntary National Contributions, pg. 79, ¶ 6 (2021)",No explicit mention of whether or not external affairs included,
RUS,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Silent,,,,
RUS,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,"Silent
",,,,
RUS,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ","Silent
",,,,
RUS, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,"Silent
",,,,
RUS,7.6 Is critical infrastructure part of the domaine réservé?  ,Silent,,,,
RUS,7.7 Are elections part of the domaine réservé? ,Silent,,,,
RUS, 7.8 Is the operation of legislatures a part of the domaine réservé?,"Silent
",,,,
RUS, 7.9 Is financial system stability part of the domaine réservé?  ,Silent,,,,
RUS,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
SGP,1. Is the prohibition of non-intervention a norm of customary international law? , Yes,"“Singapore affirms that the following key principles enshrined in the UN Charter apply in cyberspace as they do in the physical world, and are of fundamental importance to small States, such as Singapore:
• First, the principles of State sovereignty and sovereign equality of all States. Singapore’s position is that a cyber operation could, in certain circumstances, amount to a violation of sovereignty.
• Second, and as a corollary of the first, the principle of non-intervention in each other’s internal affairs. Singapore affirms that the principle of non-intervention in the internal affairs of other States applies to cyberspace.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)", ,
SGP,2. Is the scope of the principle of non-intervention uncertain?    ,No?, ,, ,
SGP,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes,"“Singapore affirms that the following key principles enshrined in the UN Charter apply in cyberspace as they do in the physical world, and are of fundamental importance to small States, such as Singapore:
• First, the principles of State sovereignty and sovereign equality of all States. Singapore’s position is that a cyber operation could, in certain circumstances, amount to a violation of sovereignty.
• Second, and as a corollary of the first, the principle of non-intervention in each other’s internal affairs. Singapore affirms that the principle of non-intervention in the internal affairs of other States applies to cyberspace.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)", ,
SGP,4. Is coercion a constituent element of prohibited intervention?, Yes,"“In Singapore’s view, intervention necessarily
involves an element of coercion.” ","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)", ,
SGP,4.1 Is coercion limited to the employment of physical force? ,Ambiguous,"“In Singapore’s view, intervention necessarily involves an element of coercion. As non-exhaustive examples, where there is interference in Singapore’s electoral processes through cyber means, or cyber-attacks against our infrastructure in an attempt to coerce our government to take or forbear a certain course of action on a matter ordinarily within its sovereign prerogative, these instances will constitute a violation of the principle of non-intervention.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)", ,
SGP,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Yes?,"“A prohibited intervention by one State against another must have a bearing on matters in which the victim State is permitted, by the principle of State sovereignty, to decide
freely, including its choice of a political, economic, social and cultural system, and the formulation of foreign policy. In Singapore’s view, intervention necessarily involves an element of coercion.”
“...or cyber-attacks against our infrastructure in an attempt to coerce our government to take or forbear a certain course of action on a matter ordinarily within its sovereign prerogative, these instances will constitute a violation of the principle of non-intervention.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)", ,
SGP, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Yes,"“In Singapore’s view, intervention necessarily involves an element of coercion. As non-exhaustive examples, where there is interference in Singapore’s electoral processes through cyber means, or cyber-attacks against our infrastructure in an attempt to coerce our government to take or forbear a certain course of action on a matter ordinarily within its sovereign prerogative, these instances will constitute a violation of the principle of non-intervention.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)", ,
SGP, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Ambiguous,"“In Singapore’s view, intervention necessarily
involves an element of coercion. As non-exhaustive examples, where there is interference in Singapore’s electoral processes through cyber means, or cyber-attacks
against our infrastructure in an attempt to coerce our government to take or forbear a certain course of action on a matter ordinarily within its sovereign prerogative, these
instances will constitute a violation of the principle of non-intervention.” ","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)", ,
SGP,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent," 
 ",, ,
SGP,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,Yes,"“In Singapore’s view, intervention necessarily involves an element of coercion. As non-exhaustive examples, where there is interference in Singapore’s electoral processes through cyber means, or cyber-attacks against our infrastructure in an attempt to coerce our government to take or forbear a certain course of action on a matter ordinarily within its sovereign prerogative, these instances will constitute a violation of the principle of non-intervention.”","Singapore, UNGA Official Compendium of Voluntary National Contributions, pg. 83, ¶ 5 (2021)", ,
SGP,4.7 Is intent a constituent element of coercion?    , Silent,,, ,
